plytka-airfoil
   1.00000	   0.00000
   0.99900	   0.00624
   0.99800	   0.00872
   0.99700	   0.01054
   0.99600	   0.01200
   0.99500	   0.01323
   0.99400	   0.01428
   0.99300	   0.01520
   0.99200	   0.01600
   0.99100	   0.01670
   0.99000	   0.01732
   0.98900	   0.01786
   0.98800	   0.01833
   0.98700	   0.01873
   0.98600	   0.01908
   0.98500	   0.01936
   0.98400	   0.01960
   0.98300	   0.01977
   0.98200	   0.01990
   0.98100	   0.01997
   0.98000	   0.02000
   0.96887	   0.02000
   0.95445	   0.02000
   0.93783	   0.02000
   0.91927	   0.02000
   0.89899	   0.02000
   0.87724	   0.02000
   0.85423	   0.02000
   0.83022	   0.02000
   0.80544	   0.02000
   0.78012	   0.02000
   0.75449	   0.02000
   0.72880	   0.02000
   0.70327	   0.02000
   0.67814	   0.02000
   0.65366	   0.02000
   0.63004	   0.02000
   0.60737	   0.02000
   0.58562	   0.02000
   0.56471	   0.02000
   0.54459	   0.02000
   0.52522	   0.02000
   0.50652	   0.02000
   0.48845	   0.02000
   0.47094	   0.02000
   0.45394	   0.02000
   0.43740	   0.02000
   0.42126	   0.02000
   0.40546	   0.02000
   0.38995	   0.02000
   0.37466	   0.02000
   0.35955	   0.02000
   0.34455	   0.02000
   0.32961	   0.02000
   0.31468	   0.02000
   0.29969	   0.02000
   0.28461	   0.02000
   0.26947	   0.02000
   0.25432	   0.02000
   0.23921	   0.02000
   0.22419	   0.02000
   0.20931	   0.02000
   0.19461	   0.02000
   0.18015	   0.02000
   0.16597	   0.02000
   0.15213	   0.02000
   0.13868	   0.02000
   0.12566	   0.02000
   0.11312	   0.02000
   0.10112	   0.02000
   0.08970	   0.02000
   0.07891	   0.02000
   0.06880	   0.02000
   0.05943	   0.02000
   0.05083	   0.02000
   0.04306	   0.02000
   0.03612	   0.02000
   0.02997	   0.02000
   0.02455	   0.02000
   0.02000	   0.02000
   0.01900	   0.01997
   0.01800	   0.01990
   0.01700	   0.01977
   0.01600	   0.01960
   0.01500	   0.01936
   0.01400	   0.01908
   0.01300	   0.01873
   0.01200	   0.01833
   0.01100	   0.01786
   0.01000	   0.01732
   0.00900	   0.01670
   0.00800	   0.01600
   0.00700	   0.01520
   0.00600	   0.01428
   0.00500	   0.01323
   0.00400	   0.01200
   0.00300	   0.01054
   0.00200	   0.00872
   0.00100	   0.00624
   0.00000	   0.00000
   0.00100	  -0.00624
   0.00200	  -0.00872
   0.00300	  -0.01054
   0.00400	  -0.01200
   0.00500	  -0.01323
   0.00600	  -0.01428
   0.00700	  -0.01520
   0.00800	  -0.01600
   0.00900	  -0.01670
   0.01000	  -0.01732
   0.01100	  -0.01786
   0.01200	  -0.01833
   0.01300	  -0.01873
   0.01400	  -0.01908
   0.01500	  -0.01936
   0.01600	  -0.01960
   0.01700	  -0.01977
   0.01800	  -0.01990
   0.01900	  -0.01997
   0.02000	  -0.02000
   0.02419	  -0.02000
   0.02960	  -0.02000
   0.03576	  -0.02000
   0.04270	  -0.02000
   0.05049	  -0.02000
   0.05911	  -0.02000
   0.06852	  -0.02000
   0.07867	  -0.02000
   0.08951	  -0.02000
   0.10099	  -0.02000
   0.11305	  -0.02000
   0.12566	  -0.02000
   0.13876	  -0.02000
   0.15230	  -0.02000
   0.16623	  -0.02000
   0.18051	  -0.02000
   0.19507	  -0.02000
   0.20988	  -0.02000
   0.22488	  -0.02000
   0.24002	  -0.02000
   0.25526	  -0.02000
   0.27054	  -0.02000
   0.28581	  -0.02000
   0.30103	  -0.02000
   0.31616	  -0.02000
   0.33124	  -0.02000
   0.34632	  -0.02000
   0.36146	  -0.02000
   0.37672	  -0.02000
   0.39214	  -0.02000
   0.40778	  -0.02000
   0.42371	  -0.02000
   0.43996	  -0.02000
   0.45660	  -0.02000
   0.47368	  -0.02000
   0.49125	  -0.02000
   0.50938	  -0.02000
   0.52811	  -0.02000
   0.54750	  -0.02000
   0.56761	  -0.02000
   0.58848	  -0.02000
   0.61018	  -0.02000
   0.63275	  -0.02000
   0.65625	  -0.02000
   0.68060	  -0.02000
   0.70555	  -0.02000
   0.73089	  -0.02000
   0.75638	  -0.02000
   0.78179	  -0.02000
   0.80689	  -0.02000
   0.83145	  -0.02000
   0.85524	  -0.02000
   0.87803	  -0.02000
   0.89958	  -0.02000
   0.91967	  -0.02000
   0.93807	  -0.02000
   0.95454	  -0.02000
   0.96886	  -0.02000
   0.98000	  -0.02000
   0.98100	  -0.01997
   0.98200	  -0.01990
   0.98300	  -0.01977
   0.98400	  -0.01960
   0.98500	  -0.01936
   0.98600	  -0.01908
   0.98700	  -0.01873
   0.98800	  -0.01833
   0.98900	  -0.01786
   0.99000	  -0.01732
   0.99100	  -0.01670
   0.99200	  -0.01600
   0.99300	  -0.01520
   0.99400	  -0.01428
   0.99500	  -0.01323
   0.99600	  -0.01200
   0.99700	  -0.01054
   0.99800	  -0.00872
   0.99900	  -0.00624
   1.00000	   0.00000
